12:08:55 "STARTED v1.23"
12:08:55 currentAGZS = "agzs2"
12:08:57 DB is open
12:08:59 check y = true nAut = false c = false netErr = false
12:09:01 POST 401 "Yandex    " "https://cabinet.tanker.yandex.net/api/price" "(propane=26)"
12:09:02 POST 200 "CityMobile" "https://terminal.api.fuelup.ru/api/price" "(propane=26)"
12:09:05 POST 401 "Yandex    " "https://cabinet.tanker.yandex.net/api/station" "()"
12:09:05 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:05 POST 200 "CityMobile" "https://terminal.api.fuelup.ru/api/station" "({\"Adress\":\"г. Уфа, ул. Чебоксарская, д. 12\",\"Columns\":{\"1\":{\"Fuels\":[\"propane\"]},\"2\":{\"Fuels\":[\"propane\"]}},\"Enable\":true,\"FuelNames\":[{\"Fuel\":\"propane\",\"FuelName\":\"Пропан\"}],\"Location\":{\"Lat\":\"54.6875\",\"Lon\":\"55.8086\"},\"Name\":\"АГЗС № 2\",\"StationExtendedId\":\"2\"})"
12:09:09 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:14 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:19 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:24 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:29 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:34 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:39 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:44 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:49 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:54 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:09:59 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:10:04 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:10:09 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:10:14 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:10:19 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:10:24 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:10:29 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
12:10:34 GET  401 "Yandex    " "https://cabinet.tanker.yandex.net/api/orders/items"
